==================================================
        API CONSUMPTION & COST REPORT             
==================================================

Total Estimated Cost: $0.0000
Total Tokens: 2,455,109

Google (Gemini) Cost: $0.0000
Other Costs: $0.0000

--------------------------------------------------
Step                      | Model                     | Cost      
section_8_خطوات شراء مُف  | unknown                   | $0.000000
section_8_خطوات شراء مُف  | unknown                   | $0.000000
section_8_خطوات شراء مُف  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_9_لماذا تختار عق  | unknown                   | $0.000000
section_9_لماذا تختار عق  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_10_تكلفة التأخير  | unknown                   | $0.000000
section_10_تكلفة التأخير  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_11_قائمة فحص الم  | unknown                   | $0.000000
section_11_قائمة فحص الم  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_12_الأسئلة المتك  | unknown                   | $0.000000
section_1_Introduction    | unknown                   | $0.000000
section_1_Introduction    | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_2_شقق للبيع في ا  | unknown                   | $0.000000
section_2_شقق للبيع في ا  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_3_ملخص سوق القاه  | unknown                   | $0.000000
section_3_ملخص سوق القاه  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_4_أنواع الشقق وا  | unknown                   | $0.000000
section_4_أنواع الشقق وا  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_5_أسعار وقت البي  | unknown                   | $0.000000
section_5_أسعار وقت البي  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_6_آليات التقسيط   | unknown                   | $0.000000
section_6_آليات التقسيط   | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_7_التحقق القانون  | unknown                   | $0.000000
section_7_التحقق القانون  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_8_خطوات شراء مُف  | unknown                   | $0.000000
section_8_خطوات شراء مُف  | unknown                   | $0.000000
section_8_خطوات شراء مُف  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_9_لماذا تختار عق  | unknown                   | $0.000000
section_9_لماذا تختار عق  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_10_تكلفة التأخير  | unknown                   | $0.000000
section_10_تكلفة التأخير  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_11_قائمة فحص الم  | unknown                   | $0.000000
section_11_قائمة فحص الم  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_12_الأسئلة المتك  | unknown                   | $0.000000
section_12_الأسئلة المتك  | unknown                   | $0.000000
section_12_الأسئلة المتك  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
section_13_الخاتمة: قرار  | unknown                   | $0.000000
section_13_الخاتمة: قرار  | unknown                   | $0.000000
section_13_الخاتمة: قرار  | unknown                   | $0.000000
EVENT: Section Finalized  | N/A                       | $0.000000
STEP_TOTAL: content_writ  | openai/gpt-5-mini         | $0.000000
STEP_TOTAL: humanizer     | openai/gpt-5-mini         | $0.000000
STEP_TOTAL: image_prompt  | openai/gpt-5-mini         | $0.000000
STEP_TOTAL: master_frame  | openai/gpt-5-mini         | $0.000000
STEP_TOTAL: image_genera  | openai/gpt-5-mini         | $0.000000
STEP_TOTAL: assembly      | openai/gpt-5-mini         | $0.000000
STEP_TOTAL: final_humani  | openai/gpt-5-mini         | $0.000000
STEP_TOTAL: image_insert  | openai/gpt-5-mini         | $0.000000
STEP_TOTAL: meta_schema   | openai/gpt-5-mini         | $0.000000
STEP_TOTAL: article_vali  | openai/gpt-5-mini         | $0.000000
STEP_TOTAL: render_html   | openai/gpt-5-mini         | $0.000000
