completion_tokens,duration_sec,estimated_cost,is_google,model,prompt_text,prompt_tokens,response_text,step_name,timestamp,total_tokens
0,0,0.0,False,N/A,N/A,0,"{'title': 'منصة حجز تذاكر المباريات', 'language': 'ar', 'primary_keyword': 'حجز تذاكر المباريات في السعودية', 'output_dir': 'E:\\SEO-Writing-AI\\output\\حجز-تذاكر-المباريات-في-السعودية_20260324_112408'}",EVENT: Initialization,2026-03-24T11:24:08.166716,0
7376,65.548,0.0,False,unknown,"You are an advanced SEO SERP intelligence agent.

You MUST perform live web search in the language of the primary keyword.
If web search is not used, the answer is invalid.

Primary Keyword: حجز تذاكر المباريات في السعودية in السعودية

Your task has TWO INTERNAL PHASES.
Do NOT explain them.
Return STRICT JSON only.

--------------------------------------------
PHASE 1 â€“ SERP EXTRACTION (NO ANALYSIS)
--------------------------------------------
From page 1 of Google, extract:

A. Top 3 ranking results only.
For each result extract:
- title
- url
- meta_title
- meta_description
- estimated_word_count (rough estimate)
- H1
- Top 8 H2 headings only
- Top 3 H3 headings
- has_faq (true/false)
- has_tables (true/false)
- has_lists (true/false)
- has_images (true/false)
- has_charts_or_infographics (true/false)
- CTA style (informational / soft commercial / aggressive / none)

B. Extract real SERP elements:
- 10 unique People Also Ask questions
- 10 unique related searches
- 10 unique autocomplete-style suggestions
- 10 LSI keyword variations observed across ranking pages

Rules:
- Remove duplicates
- Normalize similar phrasing
- Do NOT invent questions
- Use only live search results context
- If element not found, return empty array

-------------------------------------
PHASE 2 â€“ LIGHT COMPETITIVE ANALYSIS
-------------------------------------
Based ONLY on extracted data above:

- Identify common strengths (max 6 short bullet insights)
- Identify common weaknesses (max 6 short bullet insights)
- Identify missing subtopics (max 6)
- Identify overused patterns (max 5)
- Keep insights short (1 sentence each).
- No explanations.


Return STRICT JSON only in this format:

{
  ""top_results"": [
    {
      ""title"": """",
      ""url"": """",
      ""meta_title"": """",
      ""meta_description"": """",
      ""estimated_word_count"": 0,
      ""headings"": {
        ""h1"": """",
        ""h2"": [],
        ""h3"": []
      },
      ""has_faq"": false,
      ""has_tables"": false,
      ""has_lists"": false,
      ""has_images"": false,
      ""has_charts"": false,
      ""cta_style"": """"
    }
  ],
  ""paa_questions"": [],
  ""related_searches"": [],
  ""autocomplete_suggestions"": [],
  ""lsi_keywords"": [],
  ""content_gaps"": [],
  ""common_patterns"": [],
  ""common_strengths"": [],
  ""common_weaknesses"": []
}

Return JSON only.
- No markdown.
- No commentary.
If a field cannot be determined, return empty value.",26497,"{""top_results"":[{""title"":""طرح تذاكر كأس آسيا تحت 17 عاماً في السعودية » صحيفة الرأي الإلكترونية"",""url"":""https://alraynews.net/6702907.htm"",""meta_title"":""طرح تذاكر كأس آسيا تحت 17 عاماً في السعودية » صحيفة الرأي الإلكترونية"",""meta_description"":""أعلنت اللجنة المنظمة المحلية لكأس آسيا تحت 17 عاماً عن طرح تذاكر مباريات البطولة، التي تستضيفها المملكة العربية السعودية في مدينتي الطائف وجدة خلال الفترة من 3 إلى 20 أبريل المقبل، بمشاركة 16 منتخباً يتنافسون على اللقب القاري والتأهل إلى كأس العالم تحت 17 عاماً في قطر 2025. وجاء طرح التذاكر قبل أسبوع من انطلاق البطولة، حيث تتطلع المنتخبات المشاركة إلى حجز مقاعدها ضمن الثمانية الأوائل للتأهل إلى كأس العالم، والتي تعد محطة هامة في مسيرة المواهب الآسيوية الصاعدة."",""estimated_word_count"":200,""headings"":{""h1"":""طرح تذاكر كأس آسيا تحت 17 عاماً في السعودية"",""h2"":[],""h3"":[]},""has_faq"":false,""has_tables"":false,""has_lists"":false,""has_images"":false,""has_charts"":false,""cta_style"":""informational""},{""title"":""كأس السوبر الإسباني 2025 في السعودية: حجز التذاكر وجدول المباريات"",""url"":""https://www.3rabmirror.com/12751/كأس-السوبر-الإسباني-2025/"",""meta_title"":""كأس السوبر الإسباني 2025 في السعودية: حجز التذاكر وجدول المباريات - عرب ميرور"",""meta_description"":""تعرف على رابط وطريقة حجز وأسعار تذاكر كأس السوبر الإسباني 2025 في جدة والموعد، حيث تستمر المملكة العربية السعودية في استضافة أهم البطولات الرياضية العالمية، ومن أبرزها بطولة كأس السوبر الإسباني، حيث ستشهد مدينة جدة هذا الحدث الكروي المميز في يناير 2025."",""estimated_word_count"":400,""headings"":{""h1"":""كأس السوبر الإسباني 2025 في السعودية: حجز التذاكر وجدول المباريات"",""h2"":[""موعد كأس السوبر الإسباني في جدة 2025"",""جدول المباريات واسعار التذاكر"",""رابط حجز تذاكر كأس السوبر الإسباني 2025""],""h3"":[""الفرق المشاركة في كأس السوبر الإسباني 2025""]},""has_faq"":false,""has_tables"":false,""has_lists"":true,""has_images"":true,""has_charts"":false,""cta_style"":""soft commercial""},{""title"":""حجز تذاكر السوبر الإيطالي 2026 في الرياض.. الأسعار وطريقة الشراء وجدول المباريات"",""url"":""https://www.mojaznews.com/various-news/97608/2025/10/12/italian-super-cup-2026-tickets-riyadh/"",""meta_title"":""حجز تذاكر السوبر الإيطالي 2026 في الرياض.. الأسعار وطريقة الشراء وجدول المباريات - موجز الأنباء"",""meta_description"":""أعلنت وزارة الرياضة السعودية عن بدء طرح الدفعة الأولى من تذاكر البطولة المقرر إقامتها خلال الفترة من 18 إلى 22 ديسمبر 2025 على أرض ملعب الأول بارك، مع مشاركة أندية نابولي وميلان وإنتر ميلان وبولونيا، وفي هذا التقرير الشامل نستعرض تفاصيل طريقة الحجز والأسعار وجداول المباريات."",""estimated_word_count"":1500,""headings"":{""h1"":""حجز تذاكر السوبر الإيطالي 2026 في الرياض.. الأسعار وطريقة الشراء وجدول المباريات"",""h2"":[""موعد كأس السوبر الإيطالي 2026 في السعودية"",""طريقة حجز تذاكر السوبر الإيطالي 2026"",""أسعار تذاكر السوبر الإيطالي 2026"",""الأندية المشاركة في كأس السوبر الإيطالي 2026"",""ملعب البطولة: الأول بارك – تحفة رياضية سعودية"",""النسخ السابقة من السوبر الإيطالي في السعودية"",""أهمية البطولة ضمن رؤية السعودية 2030"",""ردود الفعل الدولية على استضافة الرياض للبطولة""],""h3"":[""الجدول الكامل لمباريات السوبر الإيطالي 2026"",""خطوات حجز التذاكر عبر منصة WeBook"",""1. نادي نابولي – بطل الدوري الإيطالي""]},""has_faq"":false,""has_tables"":false,""has_lists"":true,""has_images"":true,""has_charts"":false,""cta_style"":""soft commercial""}],""paa_questions"":[],""related_searches"":[],""autocomplete_suggestions"":[],""lsi_keywords"":[],""content_gaps"":[""سياسة الإرجاع والاسترداد للتذاكر"",""خريطة المقاعد وتفاصيل الفئات"",""نصائح للوصول واستلام التذاكر"",""طرق الدفع البديلة وموفريها"",""عرض خصومات الحجوزات المبكرة"",""تجارب حجز التذاكر عبر تطبيق الهاتف المحمول""],""common_patterns"":[""استخدام H2 يبدأ بـ\""موعد\"""",""كتابة H2 بعنوان \""طريقة حجز\"""",""تفاصيل أسعار التذاكر بفئات محددة"",""قوائم الخطوات المرقمة لشرح الحجز"",""ربط الحجز بروابط منصات WeBook أو رسمية""],""common_strengths"":[""هيكلة المقالات بعناوين فرعية واضحة"",""تقديم جداول أو قوائم لجداول المباريات"",""تضمين روابط الحجز الرسمية"",""عرض أسعار متعددة لفئات التذاكر"",""استخدام الصور لدعم المحتوى"",""إعطاء تحديثات تاريخية ومواقيت دقيقة""],""common_weaknesses"":[""غياب معلومات عن سياسة الإرجاع والاسترداد"",""عدم وجود خرائط المقاعد لمساعدة المستخدمين"",""قلة الأسئلة الشائعة (FAQ) المتعلقة بالحدث"",""وصف ميتا ديسكربشن غير مفصل أو مفقود"",""عدم شمول طرق الدفع البديلة"",""افتقار لتجربة التصفح عبر الهاتف المحمول""]}",hybrid_research,2026-03-24T11:25:13.722776,33873
0,65.554,0.0,False,unknown,N/A,0,N/A,STEP_TOTAL: web_research,2026-03-24T11:25:13.722776,0
0,0.002,0.0,False,unknown,N/A,0,N/A,STEP_TOTAL: serp_analysis,2026-03-24T11:25:13.729086,0
0,1.659,0.0,False,unknown,"You are a senior SEO intent classifier and title optimizer.

Input:
- Raw topic: منصة حجز تذاكر المباريات
- Primary keyword: حجز تذاكر المباريات في السعودية
- Language: ar
- Current Year: 2026
- Top SERP titles: ['طرح تذاكر كأس آسيا تحت 17 عاماً في السعودية » صحيفة الرأي الإلكترونية', 'كأس السوبر الإسباني 2025 في السعودية: حجز التذاكر وجدول المباريات', 'حجز تذاكر السوبر الإيطالي 2026 في الرياض.. الأسعار وطريقة الشراء وجدول المباريات']
- SERP CTA styles: ['informational', 'soft commercial', 'soft commercial']
- Target Area: السعودية
- Brand Name: Not provided

Task:
1. Classify intent from SERP-first signals:
   - Title framing pattern
   - CTA style distribution
   - Service-vs-guide wording
2. If >60% of SERP signals point to one intent, that intent MUST override raw topic.
3. Generate one optimized H1 aligned to detected intent.

Allowed intents:
- commercial → evaluating services, looking for best options, ready to act, ready to buy
- informational → learning
- comparative  → comparing options, looking for best options

Title rules:
- LENGTH: Exactly **60 to 70 characters** for maximum SEO real estate.
- CORE: Must include the **primary keyword** naturally.
- SALES FOCUS (COMMERCIAL): For commercial intent, the title MUST be persuasive and sales-oriented (e.g., ""Best"", ""Top"", ""Reliable"").
- FRESHNESS (YEAR): Prefer adding the current year (2026) where relevant to indicate up-to-date content, but avoid it if it makes the title feel forced.
- BRANDING (OPTIONAL): You may include the Brand Name () if it adds trust and authority, but keep the primary focus on the keyword.
- AREA: If an area is provided, it MUST be integrated into the title.
- No clickbait, no keyword stuffing.
- **TOPIC BOUNDARY**: Do NOT add secondary concepts or industry buzzwords unless they are specifically mentioned in the **Raw topic** or **Primary keyword**.
- Focus 100% on the **Primary keyword** service.
- No markdown
- No extra text

Return STRICT JSON only:
{
  ""intent"": ""commercial | informational | comparative"",
  ""confidence"": 0.0,
  ""optimized_title"": """"
}",0,"{
  ""optimized_title"": ""أفضل منصة حجز تذاكر المباريات في السعودية 2026 وطريقة الشراء"",
  ""intent"": ""commercial"",
  ""metadata"": {
    ""duration"": 1.6586251258850098,
    ""model"": ""google/gemini-3-flash-preview"",
    ""prompt"": ""You are a senior SEO intent classifier and title optimizer.\n\nInput:\n- Raw topic: منصة حجز تذاكر المباريات\n- Primary keyword: حجز تذاكر المباريات في السعودية\n- Language: ar\n- Current Year: 2026\n- Top SERP titles: ['طرح تذاكر كأس آسيا تحت 17 عاماً في السعودية » صحيفة الرأي الإلكترونية', 'كأس السوبر الإسباني 2025 في السعودية: حجز التذاكر وجدول المباريات', 'حجز تذاكر السوبر الإيطالي 2026 في الرياض.. الأسعار وطريقة الشراء وجدول المباريات']\n- SERP CTA styles: ['informational', 'soft commercial', 'soft commercial']\n- Target Area: السعودية\n- Brand Name: Not provided\n\nTask:\n1. Classify intent from SERP-first signals:\n   - Title framing pattern\n   - CTA style distribution\n   - Service-vs-guide wording\n2. If >60% of SERP signals point to one intent, that intent MUST override raw topic.\n3. Generate one optimized H1 aligned to detected intent.\n\nAllowed intents:\n- commercial → evaluating services, looking for best options, ready to act, ready to buy\n- informational → learning\n- comparative  → comparing options, looking for best options\n\nTitle rules:\n- LENGTH: Exactly **60 to 70 characters** for maximum SEO real estate.\n- CORE: Must include the **primary keyword** naturally.\n- SALES FOCUS (COMMERCIAL): For commercial intent, the title MUST be persuasive and sales-oriented (e.g., \""Best\"", \""Top\"", \""Reliable\"").\n- FRESHNESS (YEAR): Prefer adding the current year (2026) where relevant to indicate up-to-date content, but avoid it if it makes the title feel forced.\n- BRANDING (OPTIONAL): You may include the Brand Name () if it adds trust and authority, but keep the primary focus on the keyword.\n- AREA: If an area is provided, it MUST be integrated into the title.\n- No clickbait, no keyword stuffing.\n- **TOPIC BOUNDARY**: Do NOT add secondary concepts or industry buzzwords unless they are specifically mentioned in the **Raw topic** or **Primary keyword**.\n- Focus 100% on the **Primary keyword** service.\n- No markdown\n- No extra text\n\nReturn STRICT JSON only:\n{\n  \""intent\"": \""commercial | informational | comparative\"",\n  \""confidence\"": 0.0,\n  \""optimized_title\"": \""\""\n}"",
    ""response"": ""{\n  \""intent\"": \""commercial\"",\n  \""confidence\"": 0.85,\n  \""optimized_title\"": \""أفضل منصة حجز تذاكر المباريات في السعودية 2026 وطريقة الشراء\""\n}"",
    ""tokens"": {
      ""prompt_tokens"": 878,
      ""completion_tokens"": 53,
      ""total_tokens"": 931
    }
  },
  ""prompt"": ""You are a senior SEO intent classifier and title optimizer.\n\nInput:\n- Raw topic: منصة حجز تذاكر المباريات\n- Primary keyword: حجز تذاكر المباريات في السعودية\n- Language: ar\n- Current Year: 2026\n- Top SERP titles: ['طرح تذاكر كأس آسيا تحت 17 عاماً في السعودية » صحيفة الرأي الإلكترونية', 'كأس السوبر الإسباني 2025 في السعودية: حجز التذاكر وجدول المباريات', 'حجز تذاكر السوبر الإيطالي 2026 في الرياض.. الأسعار وطريقة الشراء وجدول المباريات']\n- SERP CTA styles: ['informational', 'soft commercial', 'soft commercial']\n- Target Area: السعودية\n- Brand Name: Not provided\n\nTask:\n1. Classify intent from SERP-first signals:\n   - Title framing pattern\n   - CTA style distribution\n   - Service-vs-guide wording\n2. If >60% of SERP signals point to one intent, that intent MUST override raw topic.\n3. Generate one optimized H1 aligned to detected intent.\n\nAllowed intents:\n- commercial → evaluating services, looking for best options, ready to act, ready to buy\n- informational → learning\n- comparative  → comparing options, looking for best options\n\nTitle rules:\n- LENGTH: Exactly **60 to 70 characters** for maximum SEO real estate.\n- CORE: Must include the **primary keyword** naturally.\n- SALES FOCUS (COMMERCIAL): For commercial intent, the title MUST be persuasive and sales-oriented (e.g., \""Best\"", \""Top\"", \""Reliable\"").\n- FRESHNESS (YEAR): Prefer adding the current year (2026) where relevant to indicate up-to-date content, but avoid it if it makes the title feel forced.\n- BRANDING (OPTIONAL): You may include the Brand Name () if it adds trust and authority, but keep the primary focus on the keyword.\n- AREA: If an area is provided, it MUST be integrated into the title.\n- No clickbait, no keyword stuffing.\n- **TOPIC BOUNDARY**: Do NOT add secondary concepts or industry buzzwords unless they are specifically mentioned in the **Raw topic** or **Primary keyword**.\n- Focus 100% on the **Primary keyword** service.\n- No markdown\n- No extra text\n\nReturn STRICT JSON only:\n{\n  \""intent\"": \""commercial | informational | comparative\"",\n  \""confidence\"": 0.0,\n  \""optimized_title\"": \""\""\n}""
}",intent_title,2026-03-24T11:25:15.393063,0
1,2.608,4.8e-05,True,google/gemini-3-flash-preview,"You are an SEO Intent Classifier.

GOLD RULE (CRITICAL):
If the query/title contains any of these terms (or their synonyms), classify as Commercial or Transactional:
- Arabic: (سعر – شركة – خدمة – أفضل – تواصل – عرض سعر – ارخص – احسن - مكتب - نوفر)
- English: (Price – Company – Service – Best – Contact – Quote – Cheapest – Agency - Provider)

Classify the search intent of the following query.

Input:
Title: ""منصة حجز تذاكر المباريات""
Primary Keyword: ""حجز تذاكر المباريات في السعودية""

Output:
Return only one of:
- Informational
- Commercial
- Transactional
- Comparative

No explanation.",477,Transactional,STEP_TOTAL: intent_title,2026-03-24T11:25:16.339771,478
1,0.001,4.8e-05,True,google/gemini-3-flash-preview,"You are an SEO Intent Classifier.

GOLD RULE (CRITICAL):
If the query/title contains any of these terms (or their synonyms), classify as Commercial or Transactional:
- Arabic: (سعر – شركة – خدمة – أفضل – تواصل – عرض سعر – ارخص – احسن - مكتب - نوفر)
- English: (Price – Company – Service – Best – Contact – Quote – Cheapest – Agency - Provider)

Classify the search intent of the following query.

Input:
Title: ""منصة حجز تذاكر المباريات""
Primary Keyword: ""حجز تذاكر المباريات في السعودية""

Output:
Return only one of:
- Informational
- Commercial
- Transactional
- Comparative

No explanation.",477,Transactional,STEP_TOTAL: style_analysis,2026-03-24T11:25:16.341778,478
1,0.001,4.8e-05,True,google/gemini-3-flash-preview,"You are an SEO Intent Classifier.

GOLD RULE (CRITICAL):
If the query/title contains any of these terms (or their synonyms), classify as Commercial or Transactional:
- Arabic: (سعر – شركة – خدمة – أفضل – تواصل – عرض سعر – ارخص – احسن - مكتب - نوفر)
- English: (Price – Company – Service – Best – Contact – Quote – Cheapest – Agency - Provider)

Classify the search intent of the following query.

Input:
Title: ""منصة حجز تذاكر المباريات""
Primary Keyword: ""حجز تذاكر المباريات في السعودية""

Output:
Return only one of:
- Informational
- Commercial
- Transactional
- Comparative

No explanation.",477,Transactional,STEP_TOTAL: content_strategy,2026-03-24T11:25:16.344970,478
887,7.435,0.0,False,unknown,"You are a Brand Intelligence Analyst.
Below image represents text scraped from multiple pages of a company's website.
Article Topic: ""حجز تذاكر المباريات في السعودية""

Website Content:
""""""
[Page: https://tikevent.com/]
استكشف، احجز، واستمتع بأفضل التجارب في عالم الفعاليات بكل سهولة.
لا تفوّت أجواء الملاعب والحماس لحظة بلحظة، احجز تذكرتك الآن وكن جزء من الحدث ⚽
عيش أجمل الليالي مع نجومك المفضلين ، لا تفوّت المتعة! ا
احجز تذكرتك الآن✨
احجز واستمتع بأجواء اليوم كامل بكل فعالياته!
احجز الآن ولا تفوّت التجربة ✨
نعد مستخدمينا بتقديم 4 خدمات أساسية بمعايير عالية
لأول مرة في مواقع التذاكر!عشان تسهّلها على نفسك بدون ضغط على الميزانية.تذكرتك الآن تقدر تدفعها حتى 12 دفعة بكل راحة.
احجز تذكرتك أونلاين في أي وقت ومن أي مكان، بدون ما تضيع وقتك في الزحمة والطوابير، وبخطوات بسيطة وسريعة.
فريقنا جاهز لمساعدتك في أي وقت! تواصل معنا عبر قنوات الدعم المتعددة، ونعدك بتقديم حلول سريعة وفعالة لكل استفساراتك.
تغيّرت خططك؟ ولا يهمك! مع خيار استرجاع التذاكر، تقدر تسترجع قيمة التذكرة حسب الشروط بكل سهولة وبدون أي تعقيدات.
نستمد قوتنا من شراكاتنا مع نخبة من المستشارين والمرشدين العالميين، الذين يشاركونا رؤيتنا في تطوير سوق التذاكر الثانوية. بدعمهم، نعمل على تقديم تجربة آمنة، موثوقة، ومبتكرة لكل المستخدمين.

[Page: https://tikevent.com/contact-us]
في تيك إيفنت، نحرص على تقديم أفضل الخدمات والتواصل الفعّال مع عملائنا وشركائنا. سواء كنت ترغب في الاستفسار عن فعالياتنا، أو تبحث عن فرص تعاون، أو لديك أي أسئلة، فإن فريقنا المتخصص جاهز دائمًا لمساعدتك.
لا تتردد في التواصل معنا من خلال القنوات التالية، وسنكون سعداء بخدمتك.
نستمد قوتنا من شراكاتنا مع نخبة من المستشارين والمرشدين العالميين، الذين يشاركونا رؤيتنا في تطوير سوق التذاكر الثانوية. بدعمهم، نعمل على تقديم تجربة آمنة، موثوقة، ومبتكرة لكل المستخدمين.

[Page: https://tikevent.com/events/1-%d8%aa%d8%b0%d8%a7%d9%83%d8%b1-%d8%a7%d9%84%d8%af%d8%ae%d9%88%d9%84]
نستمد قوتنا من شراكاتنا مع نخبة من المستشارين والمرشدين العالميين، الذين يشاركونا رؤيتنا في تطوير سوق التذاكر الثانوية. بدعمهم، نعمل على تقديم تجربة آمنة، موثوقة، ومبتكرة لكل المستخدمين.
من الحفلات الموسيقية والعروض الحصرية إلى المباريات المشوّقة، اكتشف الفعاليات القادمة واستعد لتجربة استثنائية! احجز تذكرتك الآن ولا تفوّت لحظات لا تُنسى.

[Page: https://tikevent.com/about-us]
## مرحبًا بك في تيك إيفنت – وجهتك الأولى للفعاليات!
انطلق في عالم من الترفيه والإثارة مع تيك إيفنت، المنصة الأفضل لحجز تذاكر الفعاليات بكل سهولة وأمان! 🎟️نحن هنا لنغير مفهوم السوق الثانوية للتذاكر، ونوفر لك تجربة حجز استثنائية تلبي جميع تطلعاتك.مع آلاف الفعاليات التي قمنا بتغطيتها، نسعى دائمًا لتقديم الأفضل لأكثر من 30,000 مشتري وبائع حول العالم.اختر فعالتك المفضلة، احجز تذكرتك بكل ثقة، واستعد لخوض تجربة لا تُنسى! 🚀✨
نتطلع في تيك إيفنت إلى أن نكون الرواد في مجال الفعاليات والترفيه، من خلال الابتكار والتطوير المستمر. نسعى لإعادة تعريف تجربة حجز التذاكر، وجعلها أكثر سهولة وموثوقية للجميع. رؤيتنا هي أن نصبح المنصة الأولى التي تجمع بين أحدث التقنيات وأفضل التجارب لضمان رضا العملاء وتحقيق شغفهم بالفعاليات الاستثنائية.
في تيك إيفنت، نؤمن بأن الفعاليات ليست مجرد تذاكر، بل تجارب لا تُنسى. نحن ملتزمون بتوفير منصة آمنة وسهلة الاستخدام تتيح للمستخدمين شراء وبيع التذاكر بكل ثقة وراحة. من خلال دعم مجتمع الفعاليات والتركيز على الشفافية والابتكار، نهدف إلى تعزيز تجربة الترفيه وجعلها في متناول الجميع. نسعى دائمًا لتقديم خدمات استثنائية تُلبي احتياجات عملائنا وتضمن لهم لحظات لا تُنسى.
نعد مستخدمينا بتقديم 4 خدمات أساسية بمعايير عالية
لأول مرة في مواقع التذاكر!عشان تسهّلها على نفسك بدون ضغط على الميزانية.تذكرتك الآن تقدر تدفعها حتى 12 دفعة بكل راحة.
احجز تذكرتك أونلاين في أي وقت ومن أي مكان، بدون ما تضيع وقتك في الزحمة والطوابير، وبخطوات بسيطة وسريعة.
فريقنا جاهز لمساعدتك في أي وقت! تواصل معنا عبر قنوات الدعم المتعددة، ونعدك بتقديم حلول سريعة وفعالة لكل استفساراتك.
تغيّرت خططك؟ ولا يهمك! مع خيار استرجاع التذاكر، تقدر تسترجع قيمة التذكرة حسب الشروط بكل سهولة وبدون أي تعقيدات.

[Page: https://tikevent.com/events/4-%d8%a7%d9%84%d8%ad%d9%81%d9%84%d8%a7%d8%aa]
نستمد قوتنا من شراكاتنا مع نخبة من المستشارين والمرشدين العالميين، الذين يشاركونا رؤيتنا في تطوير سوق التذاكر الثانوية. بدعمهم، نعمل على تقديم تجربة آمنة، موثوقة، ومبتكرة لكل المستخدمين.
من الحفلات الموسيقية والعروض الحصرية إلى المباريات المشوّقة، اكتشف الفعاليات القادمة واستعد لتجربة استثنائية! احجز تذكرتك الآن ولا تفوّت لحظات لا تُنسى.

[Page: https://tikevent.com/events/2-%d8%af%d9%88%d8%b1%d9%8a-%d8%b1%d9%88%d8%b4%d9%86-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a]
نستمد قوتنا من شراكاتنا مع نخبة من المستشارين والمرشدين العالميين، الذين يشاركونا رؤيتنا في تطوير سوق التذاكر الثانوية. بدعمهم، نعمل على تقديم تجربة آمنة، موثوقة، ومبتكرة لكل المستخدمين.
من الحفلات الموسيقية والعروض الحصرية إلى المباريات المشوّقة، اكتشف الفعاليات القادمة واستعد لتجربة استثنائية! احجز تذكرتك الآن ولا تفوّت لحظات لا تُنسى.

[Page: https://tikevent.com/events]
نستمد قوتنا من شراكاتنا مع نخبة من المستشارين والمرشدين العالميين، الذين يشاركونا رؤيتنا في تطوير سوق التذاكر الثانوية. بدعمهم، نعمل على تقديم تجربة آمنة، موثوقة، ومبتكرة لكل المستخدمين.
من الحفلات الموسيقية والعروض الحصرية إلى المباريات المشوّقة، اكتشف الفعاليات القادمة واستعد لتجربة استثنائية! احجز تذكرتك الآن ولا تفوّت لحظات لا تُنسى.
""""""

Extract a detailed FACT SHEET related to ""حجز تذاكر المباريات في السعودية"". Include services, processes, technologies, USPs, and target audience. 
Write the detailed fact sheet now:",2307,"بناءً على البيانات المستخرجة من منصة **تيك إيفنت (Tikevent)**، إليك صحيفة الحقائق التفصيلية المتعلقة بخدمة ""حجز تذاكر المباريات في السعودية"":

### **1. نظرة عامة على الخدمة (Service Overview)**
*   **النشاط الرئيسي:** منصة متخصصة في حجز تذاكر الفعاليات الرياضية، الحفلات الموسيقية، والعروض الحصرية في المملكة العربية السعودية.
*   **التخصص:** ريادة سوق التذاكر الثانوية (Secondary Ticket Market) بتجربة آمنة ومبتكرة.
*   **النطاق الجغرافي:** خدمة محلية وعالمية تستهدف الفعاليات الكبرى داخل السعودية، مع قاعدة مستخدمين تتجاوز 30,000 مشتري وبائع حول العالم.

### **2. المزايا التنافسية (Unique Selling Propositions - USPs)**
*   **نظام الدفع المرن (أول مرة في مواقع التذاكر):** إمكانية تقسيط قيمة التذكرة حتى **12 دفعة**، مما يسهل الحجز دون الضغط على الميزانية.
*   **خيار استرجاع التذاكر:** توفير مرونة عالية في حال تغير الخطط، حيث يمكن استرجاع القيمة وفق شروط ميسرة وبدون تعقيدات.
*   **السرعة والسهولة:** عملية حجز أونلاين بالكامل تغني عن الانتظار في الزحمة أو الطوابير.
*   **الموثوقية العالمية:** العمل تحت إشراف ودعم نخبة من المستشارين والمرشدين العالميين لضمان أمان العمليات في السوق الثانوية.

### **3. الخدمات الأساسية (Core Services)**
1.  **حجز تذاكر مباريات دوري روشن السعودي:** تغطية شاملة لأقوى المواجهات الكروية.
2.  **شراء وبيع التذاكر:** منصة وسيطة آمنة تتيح للمستخدمين تداول التذاكر بكل ثقة.
3.  **الدعم الفني المتعدد:** فريق متخصص متاح عبر قنوات دعم متنوعة لتقديم حلول سريعة وفعالة.
4.  **تغطية الفعاليات المتنوعة:** لا تقتصر على المباريات، بل تشمل الحفلات الموسيقية والفعاليات الترفيهية الكاملة.

### **4. التكنولوجيا والعمليات (Technology & Processes)**
*   **التحول الرقمي:** منصة سحابية تتيح الحجز في أي وقت ومن أي مكان عبر خطوات بسيطة وسريعة.
*   **الأمان والشفافية:** التركيز على توفير بيئة تقنية تضمن حقوق البائع والمشتري في سوق التذاكر الثانوية.
*   **الابتكار المستمر:** رؤية تعتمد على دمج أحدث التقنيات لإعادة تعريف تجربة حجز التذاكر التقليدية.

### **5. الجمهور المستهدف (Target Audience)**
*   **عشاق كرة القدم:** الراغبون في حضور مباريات دوري روشن والبطولات الكبرى في الملاعب السعودية.
*   **منظمو ومتابعي الفعاليات:** الباحثون عن تجارب ترفيهية متكاملة (حفلات، عروض حصرية).
*   **الأفراد ذوي الميزانيات المخططة:** الذين يفضلون خيارات الدفع الآجل والتقسيط.
*   **البائعون والمشترون في السوق الثانوية:** الباحثون عن منصة موثوقة لتبادل التذاكر الفائضة أو النادرة.

### **6. الرؤية والأهداف الإستراتيجية**
*   **الريادة:** السعي لتصبح المنصة الأولى في مجال الفعاليات والترفيه في المنطقة.
*   **الرسالة:** تحويل عملية شراء التذاكر من مجرد إجراء روتيني إلى ""تجربة استثنائية لا تُنسى"" تتسم بالشفافية والابتكار.",brand_discovery,2026-03-24T11:25:34.294830,3194
1,19.715,4.8e-05,True,google/gemini-3-flash-preview,"You are an SEO Intent Classifier.

GOLD RULE (CRITICAL):
If the query/title contains any of these terms (or their synonyms), classify as Commercial or Transactional:
- Arabic: (سعر – شركة – خدمة – أفضل – تواصل – عرض سعر – ارخص – احسن - مكتب - نوفر)
- English: (Price – Company – Service – Best – Contact – Quote – Cheapest – Agency - Provider)

Classify the search intent of the following query.

Input:
Title: ""منصة حجز تذاكر المباريات""
Primary Keyword: ""حجز تذاكر المباريات في السعودية""

Output:
Return only one of:
- Informational
- Commercial
- Transactional
- Comparative

No explanation.",477,Transactional,STEP_TOTAL: brand_discovery,2026-03-24T11:25:36.061666,478
